{1=0.26254413, 2=1, 3=-0.9582554, 4=1, 5=1.4174964, 6=1, 7=1, 8=1, 9=1, 10=1, 11=0.1630545, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=2.6597247, 2=3, 3=-0.6866378, 4=6, 5=0.24429408, 6=1, 7=10, 8=6, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.3560831, 2=3, 3=0.09758241, 4=2, 5=-0.14677337, 6=1, 7=7, 8=5, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=-1.0520387, 2=3, 3=-0.0042010667, 4=6, 5=0.24429408, 6=2, 7=5, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.170326, 14=1, 15=1}
{1=0.030558914, 2=3, 3=-0.6581989, 4=2, 5=-0.14677337, 6=7, 7=5, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.170326, 14=1, 15=1}
{1=2.1957543, 2=3, 3=0.05291077, 4=3, 5=-0.9289083, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=5.3894444, 13=0.1754197, 14=1, 15=1}
{1=0.88117135, 2=5, 3=0.099483535, 4=6, 5=0.24429408, 6=3, 7=1, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.0072014956, 14=5, 15=1}
{1=-0.12409789, 2=3, 3=0.21817242, 4=2, 5=-0.14677337, 6=1, 7=1, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.2014263, 2=3, 3=-0.124810584, 4=1, 5=1.4174964, 6=1, 7=2, 8=6, 9=3, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=12, 15=1}
{1=-1.1293671, 2=3, 3=1.1733674, 4=2, 5=-0.14677337, 6=1, 7=11, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=1}
{1=0.9584997, 2=3, 3=0.116115965, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.68007433, 14=1, 15=1}
{1=-0.97471035, 2=3, 3=0.37766245, 4=1, 5=1.4174964, 6=1, 7=3, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=2.737053, 2=2, 3=3.1043773, 4=6, 5=0.24429408, 6=5, 7=6, 8=5, 9=2, 10=1, 11=-0.14188065, 12=4.4565706, 13=-3.0207262, 14=1, 15=1}
{1=-0.5107399, 2=3, 3=0.15335858, 4=2, 5=-0.14677337, 6=3, 7=11, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=1}
{1=0.49452934, 2=3, 3=0.51331526, 4=1, 5=1.4174964, 6=5, 7=5, 8=6, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=-0.8200535, 2=3, 3=0.7501861, 4=2, 5=-0.14677337, 6=1, 7=5, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.64918613, 2=6, 3=-0.94989043, 4=4, 5=1.8085638, 6=3, 7=2, 8=5, 9=3, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.5880683, 2=3, 3=-0.851958, 4=2, 5=-0.14677337, 6=1, 7=2, 8=1, 9=3, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=8, 15=1}
{1=0.7265145, 2=2, 3=0.24641636, 4=4, 5=1.8085638, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=0.030558914, 2=3, 3=0.30566332, 4=6, 5=0.24429408, 6=3, 7=5, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=5, 15=1}
{1=0.26254413, 2=4, 3=0.5818436, 4=7, 5=1.0264289, 6=1, 7=2, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.3436379, 14=1, 15=1}
{1=0.80384296, 2=1, 3=-0.7134291, 4=4, 5=1.8085638, 6=7, 7=12, 8=5, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-1.3613523, 2=3, 3=-1.4621811, 4=3, 5=-0.9289083, 6=1, 7=3, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.8431988, 14=1, 15=1}
{1=2.350411, 2=5, 3=-1.1794688, 4=10, 5=0.63536155, 6=7, 7=4, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=-0.6653967, 2=3, 3=-0.4957743, 4=2, 5=-0.14677337, 6=1, 7=5, 8=1, 9=1, 10=1, 11=-0.14188065, 12=4.878034, 13=0.1754197, 14=1, 15=1}
{1=-0.5880683, 2=1, 3=-0.004678786, 4=2, 5=-0.14677337, 6=2, 7=12, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.190485, 2=3, 3=-0.77744347, 4=6, 5=0.24429408, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=4.8703246, 13=0.1754197, 14=1, 15=2}
{1=-0.6653967, 2=3, 3=2.459037, 4=1, 5=1.4174964, 6=1, 7=11, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=-0.5880683, 2=1, 3=-0.25524747, 4=1, 5=1.4174964, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.6653967, 2=3, 3=0.7605399, 4=2, 5=-0.14677337, 6=4, 7=6, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.0862168, 14=1, 15=1}
{1=-1.1293671, 2=3, 3=1.3371375, 4=2, 5=-0.14677337, 6=1, 7=11, 8=4, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.12409789, 2=3, 3=3.0025353, 4=2, 5=-0.14677337, 6=1, 7=3, 8=1, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-1.3613523, 2=3, 3=0.07921459, 4=2, 5=-0.14677337, 6=1, 7=5, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-2.1796353, 14=1, 15=1}
{1=-0.2014263, 2=3, 3=-1.3505898, 4=1, 5=1.4174964, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=2.2781472, 14=1, 15=1}
{1=0.64918613, 2=5, 3=0.054002702, 4=6, 5=0.24429408, 6=2, 7=2, 8=2, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.0072014956, 14=1, 15=2}
{1=0.57185775, 2=3, 3=-0.5969046, 4=6, 5=0.24429408, 6=3, 7=1, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.4334115, 2=3, 3=4.4646006, 4=6, 5=0.24429408, 6=1, 7=11, 8=1, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=0.3398725, 2=3, 3=1.0779406, 4=8, 5=-2.1021106, 6=2, 7=9, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=5, 15=2}
{1=0.10788731, 2=4, 3=-1.4307296, 4=6, 5=0.24429408, 6=2, 7=1, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.3436379, 14=1, 15=2}
{1=-0.12409789, 2=3, 3=1.2501144, 4=2, 5=-0.14677337, 6=2, 7=1, 8=2, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.41720092, 2=2, 3=-0.31856966, 4=1, 5=1.4174964, 6=3, 7=2, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.3560831, 2=3, 3=-0.7397524, 4=4, 5=1.8085638, 6=2, 7=4, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=1.7317837, 2=1, 3=-0.6457782, 4=9, 5=2.5906987, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-3.1048353, 14=1, 15=2}
{1=0.18521571, 2=3, 3=-0.20067047, 4=6, 5=0.24429408, 6=3, 7=9, 8=1, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.83388954, 14=1, 15=1}
{1=-0.8973819, 2=3, 3=-0.15830943, 4=6, 5=0.24429408, 6=2, 7=9, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.41720092, 2=5, 3=3.393807, 4=1, 5=1.4174964, 6=2, 7=11, 8=2, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.88117135, 2=3, 3=-0.5349083, 4=6, 5=0.24429408, 6=2, 7=10, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=0.41720092, 2=4, 3=-0.43915966, 4=1, 5=1.4174964, 6=2, 7=10, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.170326, 14=1, 15=1}
{1=-0.97471035, 2=3, 3=0.21041192, 4=12, 5=-2.4931781, 6=2, 7=7, 8=6, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=5, 15=1}
{1=0.030558914, 2=3, 3=-0.74515355, 4=6, 5=0.24429408, 6=3, 7=11, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.3398725, 2=4, 3=-1.1602722, 4=4, 5=1.8085638, 6=1, 7=2, 8=1, 9=1, 10=2, 11=1.8336054, 12=-0.21036936, 13=1.4370563, 14=1, 15=2}
{1=-0.04676949, 2=3, 3=-0.3589028, 4=4, 5=1.8085638, 6=2, 7=4, 8=6, 9=1, 10=1, 11=0.88177013, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.8973819, 2=2, 3=-1.3930287, 4=2, 5=-0.14677337, 6=1, 7=6, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.74272513, 2=3, 3=2.1596043, 4=4, 5=1.8085638, 6=1, 7=4, 8=1, 9=1, 10=2, 11=-0.14188065, 12=4.6107645, 13=0.1754197, 14=1, 15=1}
{1=1.190485, 2=3, 3=0.8142492, 4=1, 5=1.4174964, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=2}
{1=0.49452934, 2=5, 3=0.7703185, 4=6, 5=0.24429408, 6=1, 7=4, 8=1, 9=1, 10=2, 11=-0.14188065, 12=3.2332978, 13=0.1754197, 14=1, 15=1}
{1=0.10788731, 2=1, 3=-1.2439609, 4=2, 5=-0.14677337, 6=3, 7=1, 8=5, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=1}
{1=-1.3613523, 2=3, 3=-0.34747654, 4=3, 5=-0.9289083, 6=1, 7=6, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.030558914, 2=3, 3=-0.45868766, 4=1, 5=1.4174964, 6=2, 7=5, 8=2, 9=2, 10=1, 11=0.88177013, 12=-0.21036936, 13=-0.16101672, 14=1, 15=2}
{1=-0.04676949, 2=3, 3=-1.3603781, 4=2, 5=-0.14677337, 6=3, 7=11, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=1}
{1=1.7317837, 2=6, 3=0.3388697, 4=2, 5=-0.14677337, 6=2, 7=6, 8=3, 9=1, 10=2, 11=1.9654541, 12=-0.21036936, 13=-0.24512582, 14=1, 15=2}
{1=-1.4386808, 2=3, 3=-1.0766908, 4=3, 5=-0.9289083, 6=1, 7=6, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-2.1796353, 14=1, 15=1}
{1=0.64918613, 2=5, 3=-0.14489429, 4=2, 5=-0.14677337, 6=2, 7=7, 8=2, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.10788731, 2=3, 3=0.31737232, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.04676949, 2=3, 3=-0.21463157, 4=6, 5=0.24429408, 6=1, 7=6, 8=1, 9=4, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.8864406, 2=3, 3=-0.8773453, 4=2, 5=-0.14677337, 6=2, 7=11, 8=2, 9=3, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.4224702, 2=6, 3=-0.49125057, 4=8, 5=-2.1021106, 6=2, 7=9, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=0.10788731, 2=3, 3=4.4857664, 4=1, 5=1.4174964, 6=1, 7=2, 8=1, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=2}
{1=1.1131566, 2=3, 3=1.340696, 4=7, 5=1.0264289, 6=3, 7=6, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.18521571, 2=3, 3=0.06633566, 4=1, 5=1.4174964, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=13, 15=1}
{1=0.7265145, 2=3, 3=-0.6470748, 4=1, 5=1.4174964, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.4370563, 14=1, 15=1}
{1=-0.8200535, 2=3, 3=0.77214164, 4=13, 5=-1.3199757, 6=1, 7=11, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.3560831, 2=3, 3=0.21502337, 4=6, 5=0.24429408, 6=2, 7=3, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=4.2062926, 2=3, 3=-1.2095163, 4=2, 5=-0.14677337, 6=1, 7=5, 8=1, 9=2, 10=1, 11=-0.14188065, 12=5.458832, 13=0.1754197, 14=1, 15=1}
{1=1.4224702, 2=3, 3=0.008541366, 4=2, 5=-0.14677337, 6=2, 7=1, 8=2, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=1.3451418, 2=5, 3=-0.34557542, 4=14, 5=-3.275313, 6=1, 7=9, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=1}
{1=-1.3613523, 2=3, 3=0.6581617, 4=2, 5=-0.14677337, 6=1, 7=6, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=2.350411, 2=2, 3=-0.07914451, 4=2, 5=-0.14677337, 6=2, 7=8, 8=2, 9=1, 10=1, 11=0.055752113, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=3.0463667, 2=3, 3=1.3493534, 4=10, 5=0.63536155, 6=7, 7=1, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=14, 15=1}
{1=2.2730825, 2=3, 3=0.009662544, 4=2, 5=-0.14677337, 6=3, 7=1, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.04676949, 2=3, 3=3.5368595, 4=3, 5=-0.9289083, 6=5, 7=7, 8=1, 9=2, 10=1, 11=0.37345132, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.41720092, 2=3, 3=-0.44259146, 4=2, 5=-0.14677337, 6=3, 7=6, 8=5, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.0072014956, 14=1, 15=1}
{1=-0.8200535, 2=3, 3=-0.15670079, 4=6, 5=0.24429408, 6=1, 7=1, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.3436379, 14=1, 15=1}
{1=-0.2014263, 2=3, 3=-0.6320218, 4=6, 5=0.24429408, 6=3, 7=11, 8=6, 9=5, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.5880683, 2=3, 3=-0.9660744, 4=11, 5=2.1996315, 6=1, 7=4, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.4370563, 14=1, 15=2}
{1=1.8091122, 2=1, 3=0.9056691, 4=2, 5=-0.14677337, 6=2, 7=5, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.3398725, 2=1, 3=-0.051475786, 4=6, 5=0.24429408, 6=1, 7=1, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.0072014956, 14=1, 15=1}
{1=0.41720092, 2=3, 3=0.042244956, 4=1, 5=1.4174964, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=11, 15=2}
{1=0.18521571, 2=5, 3=-0.59206885, 4=4, 5=1.8085638, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=2.6986928, 14=1, 15=2}
{1=-0.97471035, 2=3, 3=-0.58834463, 4=2, 5=-0.14677337, 6=1, 7=7, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.3398725, 2=3, 3=1.6777221, 4=1, 5=1.4174964, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=0.41720092, 2=2, 3=0.1968993, 4=2, 5=-0.14677337, 6=2, 7=5, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=-0.8973819, 2=1, 3=0.9564146, 4=7, 5=1.0264289, 6=2, 7=12, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.0165107, 14=1, 15=1}
{1=0.18521571, 2=3, 3=0.03590786, 4=6, 5=0.24429408, 6=3, 7=11, 8=1, 9=1, 10=1, 11=-0.14188065, 12=4.263828, 13=0.1754197, 14=1, 15=1}
{1=1.7317837, 2=3, 3=0.59267515, 4=2, 5=-0.14677337, 6=2, 7=1, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=2}
{1=-0.2787547, 2=3, 3=0.07907809, 4=2, 5=-0.14677337, 6=1, 7=5, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.32923493, 14=1, 15=1}
{1=0.3398725, 2=3, 3=0.3097678, 4=7, 5=1.0264289, 6=2, 7=10, 8=2, 9=1, 10=1, 11=-0.14188065, 12=4.8703246, 13=1.8576018, 14=1, 15=2}
{1=0.41720092, 2=3, 3=-0.6146192, 4=11, 5=2.1996315, 6=2, 7=4, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=0.49452934, 2=3, 3=2.0958824, 4=1, 5=1.4174964, 6=2, 7=1, 8=3, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.8091122, 2=5, 3=-0.043647036, 4=13, 5=-1.3199757, 6=7, 7=5, 8=5, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=-1.2840239, 2=5, 3=-1.4470305, 4=6, 5=0.24429408, 6=1, 7=1, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.7317837, 2=3, 3=0.8112366, 4=6, 5=0.24429408, 6=1, 7=7, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-1.5067624, 14=1, 15=1}
{1=0.49452934, 2=2, 3=1.2405016, 4=2, 5=-0.14677337, 6=2, 7=8, 8=2, 9=3, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=15, 15=2}
{1=-1.2066956, 2=3, 3=-0.5656188, 4=2, 5=-0.14677337, 6=1, 7=5, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.2787547, 2=3, 3=-0.03145057, 4=2, 5=-0.14677337, 6=5, 7=5, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-0.66567135, 14=1, 15=1}
{1=0.7265145, 2=3, 3=0.11563825, 4=10, 5=0.63536155, 6=7, 7=2, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=1.1131566, 2=3, 3=0.2799347, 4=8, 5=-2.1021106, 6=3, 7=11, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.030558914, 2=3, 3=-0.2511722, 4=1, 5=1.4174964, 6=3, 7=4, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.7265145, 2=3, 3=-0.7576522, 4=2, 5=-0.14677337, 6=2, 7=6, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=1}
{1=-1.4386808, 2=3, 3=0.6835588, 4=3, 5=-0.9289083, 6=1, 7=5, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-2.1796353, 14=1, 15=1}
{1=1.8091122, 2=3, 3=-0.29045245, 4=6, 5=0.24429408, 6=2, 7=6, 8=2, 9=1, 10=1, 11=0.42815453, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.74272513, 2=3, 3=1.9744151, 4=3, 5=-0.9289083, 6=2, 7=11, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.10788731, 2=6, 3=0.79447746, 4=6, 5=0.24429408, 6=2, 7=2, 8=2, 9=3, 10=1, 11=-0.14188065, 12=-0.21036936, 13=3.1192384, 14=16, 15=2}
{1=2.1957543, 2=3, 3=-1.5075547, 4=2, 5=-0.14677337, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.2014263, 2=3, 3=0.094326116, 4=1, 5=1.4174964, 6=1, 7=4, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=-0.2014263, 2=3, 3=0.4523719, 4=2, 5=-0.14677337, 6=2, 7=11, 8=3, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=1.963769, 2=3, 3=-1.0328283, 4=2, 5=-0.14677337, 6=2, 7=2, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-1.4386808, 2=3, 3=0.1506775, 4=5, 5=-1.7110431, 6=1, 7=5, 8=4, 9=1, 10=1, 11=0.0060984604, 12=-0.21036936, 13=-1.170326, 14=1, 15=1}
{1=1.1131566, 2=2, 3=-1.4151404, 4=4, 5=1.8085638, 6=2, 7=8, 8=2, 9=1, 10=1, 11=0.19573614, 12=-0.21036936, 13=5.0537477, 14=1, 15=1}
{1=-0.6653967, 2=5, 3=0.3246941, 4=4, 5=1.8085638, 6=1, 7=4, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=-0.24512582, 14=1, 15=1}
{1=-0.4334115, 2=3, 3=-1.0278562, 4=2, 5=-0.14677337, 6=3, 7=4, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.57185775, 2=3, 3=2.9460475, 4=2, 5=-0.14677337, 6=2, 7=3, 8=2, 9=2, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=0.64918613, 2=3, 3=-0.047585785, 4=6, 5=0.24429408, 6=2, 7=11, 8=2, 9=1, 10=1, 11=0.88177013, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.04676949, 2=3, 3=0.14008968, 4=6, 5=0.24429408, 6=1, 7=2, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.8200535, 2=3, 3=0.17531417, 4=6, 5=0.24429408, 6=1, 7=10, 8=4, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=-0.8973819, 2=3, 3=1.0106894, 4=6, 5=0.24429408, 6=2, 7=9, 8=3, 9=1, 10=2, 11=0.88177013, 12=-0.21036936, 13=0.8482925, 14=1, 15=2}
{1=-1.0520387, 2=3, 3=-1.3735592, 4=1, 5=1.4174964, 6=1, 7=4, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=-1.9273078, 14=10, 15=1}
{1=0.49452934, 2=5, 3=-0.761591, 4=6, 5=0.24429408, 6=2, 7=11, 8=2, 9=1, 10=1, 11=0.58440924, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=-0.12409789, 2=3, 3=-0.003820841, 4=7, 5=1.0264289, 6=3, 7=6, 8=5, 9=2, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=1.8864406, 2=3, 3=-0.017986683, 4=1, 5=1.4174964, 6=3, 7=4, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.3436379, 14=1, 15=1}
{1=-1.1293671, 2=3, 3=0.29203367, 4=2, 5=-0.14677337, 6=1, 7=3, 8=4, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
{1=1.6544554, 2=4, 3=2.431066, 4=4, 5=1.8085638, 6=2, 7=6, 8=2, 9=1, 10=1, 11=1.9654541, 12=-0.21036936, 13=0.1754197, 14=1, 15=2}
{1=0.41720092, 2=3, 3=0.43605146, 4=11, 5=2.1996315, 6=2, 7=4, 8=2, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=1.8576018, 14=1, 15=2}
{1=1.1131566, 2=3, 3=0.0078394115, 4=6, 5=0.24429408, 6=3, 7=5, 8=1, 9=1, 10=1, 11=-0.14188065, 12=-0.21036936, 13=0.5959652, 14=1, 15=1}
{1=-0.8200535, 2=3, 3=1.9126527, 4=1, 5=1.4174964, 6=1, 7=2, 8=1, 9=1, 10=2, 11=-0.14188065, 12=-0.21036936, 13=0.1754197, 14=1, 15=1}
